Title,Date,"Bible Passage",Content,enclosure,Powerpoint,Categories,Series,podPressMedia
"Ephesians 6 - The Armor of God",2008-09-27,,,http://repo.neofreedom.org/public/audio/podcasts/xt080927_32.mp3,,"Central Teachings>New Testament>Ephesians",,
"Galations 1:1-11 Foundations of Christianity",2008-10-11,,,http://repo.neofreedom.org/public/audio/podcasts/xt081011_32.mp3|http://repo.neofreedom.org/public/audio/podcasts/xt081011_32.mp3,http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal1a.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Acts: Encounters With the Personal Jesus",2008-10-04,,,"http://repo.neofreedom.org/public/audio/podcasts/xt081004_32.mp3
13504418
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",,"Central Teachings>New Testament>Acts",,
"Galatians 2 Objections to Grace",2008-10-19,,,"http://repo.neofreedom.org/public/audio/podcasts/xt081018_teach.mp3
13192431
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""54:58"";s:8:""explicit"";s:0:"""";}|http://repo.neofreedom.org/public/audio/podcasts/xt081018_teach.mp3
13192431
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""54:58"";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal2.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Galatians 3a From Old to New",2008-11-02,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt081101_teach.mp3
8160411
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""34:00"";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal3a.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Galatians 4 Take Your Inheritance!",2008-11-08,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt081108_teach.mp3
11559918
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""48:10"";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal4a.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Galations 4b Grow Up, For God's Sake!",2008-11-20,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt081115_teach.mp3
12187449
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""50:47"";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal4b.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Christmas Gala 2008",2008-12-20,,"Christmas is trouble! When Jesus Christ appeared on this earth, it was a disturbing event -- and many people's lives were troubled by it. For some, like the shepherds in the field, the trouble was worthwhile. For others, like King Herod, the trouble stirred a fierce reaction. But either way, the event has all the earmarks of a ""Brilliant Strategist"" at work, and he's working in our lives today!
<ul>
	<li><a href=""https://central.neofreedom.org/xmas08#slideshow"">View the Powerpoint &gt;&gt;</a></li>
	<li><a href=""https://central.neofreedom.org/xmas08#slideshow"">View the Google Video &gt;&gt;</a></li>
</ul>","http://repo.neofreedom.org/public/audio/podcasts/xt081220.mp3
7068204
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",,"Special Events>Christmas Gala|Central Teachings>New Testament|Teacher>Keith McCallum",,
"Galatians 5a - Freedom or Sterility",2009-01-03,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt090103_teach.mp3
9572822
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""39:53"";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal5a.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Galatians 5 Walking in Freedom",2009-01-17,,,"http://repo.neofreedom.org/public/audio/podcasts/xt090117.mp3
12302409
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal5b.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Galatians 5 Fruitful Living",2009-01-31,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt090131_teach.mp3
11650494
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal5c.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Galatians 5 Fruitful Living Part 2",2009-02-14,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt090214_teach.mp3
12901970
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:5:""53:45"";s:8:""explicit"";s:0:"""";}",http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal5d.pptx,"Central Teachings>New Testament>Galatians",Galatians,
"Mark 4 - The Real Kingdom",2009-03-15,,"From the Crossroads Project (at KSU), guest speakers Tom Smith and Kyle McCallum talk about the ""Kingdom of God"" as Jesus talked about it. It's radical, it's cool, and it's definitely not church!
",http://repo.neofreedom.org/public/audio/podcasts/xt090314.mp3,,"Central Teachings>New Testament>Mark",,
"1 Thessalonians 1: Breakout!",2009-04-04,,"How it all started...

Tracing Paul's route from Galatians to this book is a dramatic story of how Christianity triggered a Revolution. It's a glimpse into the earliest Christianity. Paul discovered Body Life, and it's something we never want to lose sight of, no matter how long ago it was!","http://repo.neofreedom.org/public/audio/podcasts/xt090404.mp3
11866677
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:49:24"";}",,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"1 Thessalonians 1: Join the Revolution of Joy!",2009-04-19,,,"http://repo.neofreedom.org/public/audio/podcasts/xt090418.mp3
12424235
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",https://www.repo.neofreedom.org/public/documents/mspowerpoint/1Thes%201a-Faith-Love-Hope-Joy.pptx,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"1 Thessalonians 2: Building Revolutionary Communities",2009-05-02,,,"http://repo.neofreedom.org/public/audio/podcasts/xt090502.mp3
14622729
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",https://www.repo.neofreedom.org/public/documents/mspowerpoint/1Thes%202%20Truth+Love.pptx,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"1 Thessalonians 3: The Revolution of Joy is Love",2009-05-16,,"In this teaching we skim over the connection between joy, love, and the love ethics addressing Tribal and Diffuse love spheres.
<div class=""storycontent"">
<p style=""text-align: center""><a href=""https://neofreedom.net/files/2009-05a.pdf"">2009-05a Download
</a></p>
<p style=""text-align: center""><a href=""https://neofreedom.net/files/2009-05a.pdf""><img class=""aligncenter size-thumbnail wp-image-980"" src=""https://neofreedom.net/files/news0905a-thumb-150x150.jpg"" alt=""news0905a-thumb"" width=""150"" height=""150"" /></a></p>
The May 16th Newsletter contains additional support material for the Central Teaching on Love Ethics. It explains Tribal, Diffuse, Infantile, Work-Sub, Work-4-Love, etc.

</div>
<a href=""https://www.repo.neofreedom.org/public/documents/mspowerpoint/1Thes%202b%20Joy%20of%20Love.pptx"">Download PowerPoint Presentation</a>","http://repo.neofreedom.org/public/audio/podcasts/xt090516.mp3
11958211
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"Ekklesia Seminar Week 1",2009-05-09,,"What does ""church"" mean? Is it the ""church"" of all Christians, or a region, or a city or some local gathering? The implications are significant as we study the difference between the ""Universal"" and ""Local"" church.
<h3>Downloads available:</h3>
<ul>
	<li><a href=""http://www.podcasts.neofreedom.net/forums/attachments/wk1-Universal-Local-Church-HANDOUT.pdf"">Handout </a>- Universal / Local Church</li>
	<li><a href=""http://www.podcasts.neofreedom.net/forums/attachments/wk1-Universal-Local-Church-OVERHEAD.pdf"">Presentation Slides</a> - as a PDF.</li>
</ul>","http://neofreedom.org/wp-content/uploads/podcastsEkklesia Seminar Week 1.mp3
0
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";N;s:6:""author"";N;s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}
",,"Special Events",,
"Galatians 6 - Revolution in Galatia",2009-02-28,,"
","http://repo.neofreedom.org/public/audio/podcasts/xt090228_teach.mp3
15168432
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}","http://www.repo.neofreedom.org/public/documents/mspowerpoint/Gal6a,.pptx","Central Teachings>New Testament>Galatians",Galatians,
"1 Thessalonians 4: The Heart of Revolution",2009-05-30,,,"http://repo.neofreedom.org/public/audio/podcasts/xt090530.mp3
13090670
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",https://www.repo.neofreedom.org/public/documents/mspowerpoint/1Thess4a-Maximum%20Sex.pptx,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"Ekklesia Seminar Week 2",2009-06-06,,"<p>This week we discuss the purpose of the church, which is directly connected to the issue of authority.</p>
<p><!--more--></p>
<p>Related material for this week:</p>
<ul>
<li><strong>The Powerpoint overheads</strong> are displayed for viewing below, or just retreive them from our <a href=""https://docs.google.com/Presentation?id=dfhgxvnd_4329f5wn4g5"">Google Docs </a>location.</li>
</ul>
<p><em>The assignments from this week's class are:</em></p>
<ul>
<li>Memorize: *Eph.5:15-18; *2 Tim. 4:2;</li>
<li>Individual assignment, read the first two articles in the Revolution series, Killed by Systems and Radical Revolution; raise questions and or issues in the article comments</li>
</ul>
<ul>
<li>CG Work: find scriptures; the impact on the church for the following: Theology Proper, Pneumatology, Christology, Angelology, Anthropology, Kosmology, Salvation History, Soteriology, Eschatology</li>
</ul>
<ul>
<li>CG Work place the theological concepts above into these quadrants (below)</li>
</ul>
<p><a href=""https://neofreedom.org/podcasts/files/ecclesia-hw.png""><img class=""size-full wp-image-347 alignnone"" src=""https://neofreedom.org/podcasts/files/ecclesia-hw.png"" alt=""ecclesia-hw"" width=""240"" height=""179"" /></a></p>
<ul>
</ul>
<ul>
<li>In Cell Groups: work your way through the verses on page (slide) 11 and summarize the attitude of submission the Bible prescribes for each of the “spheres of authority” .</li>
<li>
<div>
</div>
</li>
</ul>

[powerpress]http://repo.neofreedom.org/public/audio/podcasts/Ekklesia%20Seminar%20Week%202.mp3[/powerpress]
","http://repo.neofreedom.org/public/audio/podcasts/Ekklesia%20Seminar%20Week%202.mp3
18074742
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",,"Special Events",,
"1 Thessalonians 4: Revolution NOW!",2009-06-13,,,"http://repo.neofreedom.org/public/audio/podcasts/xt090613.mp3
10294733
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",https://www.repo.neofreedom.org/public/documents/mspowerpoint/1Thess4b-5a%20Revolution%20Now!.pptx,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"1 Thessalonians 4: Set the Captives Free!",2009-06-27,,"Everyone is racing towards death, but nobody wants to talk about it. <em>Why? </em>Because ""people grieve without hope,"" Paul says. So people feel uncomfortable when Christians talk about death, and to talk about it<em> requires a rebellious determination to disturb the rules of polite society</em>.

This is precisely why we need to raise the touchy issue of death: to set people free from a dog's life, <em>and expand our vision to span eternities!</em> Jesus Christ was resurrected from the dead, and he has the authority to talk about it with real hope, not mere platitudes.

This is the reason why Jesus was a revolutionary, with a rebellious and seditious message against the prisons of fear:
<blockquote>Therefore it says, ""When He ascended on high , He led captive a host of captives , And He gave gifts to men.""  <em>Ephesians 4:8</em></blockquote>","http://repo.neofreedom.org/public/audio/podcasts/xt090627.mp3
9802691
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"1 Thessalonians 5: Revolution to the End!",2009-07-11,,,"http://repo.neofreedom.org/public/audio/podcasts/xt090711.mp3
13085782
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";s:0:"""";s:6:""author"";s:0:"""";s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}",https://www.repo.neofreedom.org/public/documents/mspowerpoint/1Thess5a-Revolution%20to%20the%20End!.pptx,"Central Teachings>New Testament>1 Thessalonians","1 Thessalonians",
"Ekklesia Seminar Week 3",2009-06-20,,,"http://neofreedom.org/wp-content/uploads/podcastsEkklesia Seminar Week 3.mp3
0
audio/mpeg
a:5:{s:6:""format"";s:14:""default-format"";s:8:""keywords"";N;s:6:""author"";N;s:6:""length"";s:0:"""";s:8:""explicit"";s:0:"""";}
",,"Special Events",,
